strain_ID	species	strain_type	active_substance	sampling_year	nb_day	dose	perc_croiss
14-0020-10_D	F. amygdali	individual	carbendazim	2014	6	0	100
14-0020-10_D	F. amygdali	individual	carbendazim	2014	6	0.001	98.5915493
14-0020-10_D	F. amygdali	individual	carbendazim	2014	6	0.003	92.95774648
14-0020-10_D	F. amygdali	individual	carbendazim	2014	6	0.01	98.5915493
14-0020-10_D	F. amygdali	individual	carbendazim	2014	6	0.03	87.32394366
14-0020-10_D	F. amygdali	individual	carbendazim	2014	6	0.1	5.633802817
14-0020-10_D	F. amygdali	individual	carbendazim	2014	6	0.3	7.042253521
14-0020-10_D	F. amygdali	individual	carbendazim	2014	6	1	5.633802817
14-0020-10_D	F. amygdali	individual	carbendazim	2014	6	3	2.816901408
14-0020-10_D	F. amygdali	individual	carbendazim	2014	6	10	4.225352113
14-0020-10_D	F. amygdali	individual	carbendazim	2014	6	30	4.225352113
14-0020-10_D	F. amygdali	individual	carbendazim	2014	6	100	2.816901408
14-0020-10_E	F. amygdali	individual	carbendazim	2014	6	0	100
14-0020-10_E	F. amygdali	individual	carbendazim	2014	6	0.001	88.88888889
14-0020-10_E	F. amygdali	individual	carbendazim	2014	6	0.003	88.88888889
14-0020-10_E	F. amygdali	individual	carbendazim	2014	6	0.01	97.22222222
14-0020-10_E	F. amygdali	individual	carbendazim	2014	6	0.03	86.11111111
14-0020-10_E	F. amygdali	individual	carbendazim	2014	6	0.1	6.944444444
14-0020-10_E	F. amygdali	individual	carbendazim	2014	6	0.3	5.555555556
14-0020-10_E	F. amygdali	individual	carbendazim	2014	6	1	5.555555556
14-0020-10_E	F. amygdali	individual	carbendazim	2014	6	3	5.555555556
14-0020-10_E	F. amygdali	individual	carbendazim	2014	6	10	5.555555556
14-0020-10_E	F. amygdali	individual	carbendazim	2014	6	30	5.555555556
14-0020-10_E	F. amygdali	individual	carbendazim	2014	6	100	5.555555556
14-0020-10_F	F. amygdali	individual	carbendazim	2014	6	0	100
14-0020-10_F	F. amygdali	individual	carbendazim	2014	6	0.001	101.5384615
14-0020-10_F	F. amygdali	individual	carbendazim	2014	6	0.003	106.1538462
14-0020-10_F	F. amygdali	individual	carbendazim	2014	6	0.01	103.0769231
14-0020-10_F	F. amygdali	individual	carbendazim	2014	6	0.03	98.46153846
14-0020-10_F	F. amygdali	individual	carbendazim	2014	6	0.1	6.153846154
14-0020-10_F	F. amygdali	individual	carbendazim	2014	6	0.3	3.076923077
14-0020-10_F	F. amygdali	individual	carbendazim	2014	6	1	3.076923077
14-0020-10_F	F. amygdali	individual	carbendazim	2014	6	3	3.076923077
14-0020-10_F	F. amygdali	individual	carbendazim	2014	6	10	3.076923077
14-0020-10_F	F. amygdali	individual	carbendazim	2014	6	30	3.076923077
14-0020-10_F	F. amygdali	individual	carbendazim	2014	6	100	3.076923077
14-0020-10_G	F. amygdali	individual	carbendazim	2014	6	0	100
14-0020-10_G	F. amygdali	individual	carbendazim	2014	6	0.001	102.8571429
14-0020-10_G	F. amygdali	individual	carbendazim	2014	6	0.003	95.71428571
14-0020-10_G	F. amygdali	individual	carbendazim	2014	6	0.01	100
14-0020-10_G	F. amygdali	individual	carbendazim	2014	6	0.03	88.57142857
14-0020-10_G	F. amygdali	individual	carbendazim	2014	6	0.1	4.285714286
14-0020-10_G	F. amygdali	individual	carbendazim	2014	6	0.3	4.285714286
14-0020-10_G	F. amygdali	individual	carbendazim	2014	6	1	1.428571429
14-0020-10_G	F. amygdali	individual	carbendazim	2014	6	3	0
14-0020-10_G	F. amygdali	individual	carbendazim	2014	6	10	0
14-0020-10_G	F. amygdali	individual	carbendazim	2014	6	30	0
14-0020-10_G	F. amygdali	individual	carbendazim	2014	6	100	0
14-0020-10_H	F. amygdali	individual	carbendazim	2014	6	0	100
14-0020-10_H	F. amygdali	individual	carbendazim	2014	6	0.001	100
14-0020-10_H	F. amygdali	individual	carbendazim	2014	6	0.003	95.52238806
14-0020-10_H	F. amygdali	individual	carbendazim	2014	6	0.01	97.01492537
14-0020-10_H	F. amygdali	individual	carbendazim	2014	6	0.03	83.58208955
14-0020-10_H	F. amygdali	individual	carbendazim	2014	6	0.1	4.47761194
14-0020-10_H	F. amygdali	individual	carbendazim	2014	6	0.3	2.985074627
14-0020-10_H	F. amygdali	individual	carbendazim	2014	6	1	0
14-0020-10_H	F. amygdali	individual	carbendazim	2014	6	3	0
14-0020-10_H	F. amygdali	individual	carbendazim	2014	6	10	0
14-0020-10_H	F. amygdali	individual	carbendazim	2014	6	30	0
14-0020-10_H	F. amygdali	individual	carbendazim	2014	6	100	0
14-0020-11_D	F. amygdali	individual	carbendazim	2014	6	0	100
14-0020-11_D	F. amygdali	individual	carbendazim	2014	6	0.001	96.96969697
14-0020-11_D	F. amygdali	individual	carbendazim	2014	6	0.003	96.96969697
14-0020-11_D	F. amygdali	individual	carbendazim	2014	6	0.01	98.48484848
14-0020-11_D	F. amygdali	individual	carbendazim	2014	6	0.03	84.84848485
14-0020-11_D	F. amygdali	individual	carbendazim	2014	6	0.1	7.575757576
14-0020-11_D	F. amygdali	individual	carbendazim	2014	6	0.3	7.575757576
14-0020-11_D	F. amygdali	individual	carbendazim	2014	6	1	6.060606061
14-0020-11_D	F. amygdali	individual	carbendazim	2014	6	3	6.060606061
14-0020-11_D	F. amygdali	individual	carbendazim	2014	6	10	6.060606061
14-0020-11_D	F. amygdali	individual	carbendazim	2014	6	30	6.060606061
14-0020-11_D	F. amygdali	individual	carbendazim	2014	6	100	6.060606061
14-0020-11_E	F. amygdali	individual	carbendazim	2014	6	0	100
14-0020-11_E	F. amygdali	individual	carbendazim	2014	6	0.001	88
14-0020-11_E	F. amygdali	individual	carbendazim	2014	6	0.003	93.33333333
14-0020-11_E	F. amygdali	individual	carbendazim	2014	6	0.01	90.66666667
14-0020-11_E	F. amygdali	individual	carbendazim	2014	6	0.03	80
14-0020-11_E	F. amygdali	individual	carbendazim	2014	6	0.1	6.666666667
14-0020-11_E	F. amygdali	individual	carbendazim	2014	6	0.3	5.333333333
14-0020-11_E	F. amygdali	individual	carbendazim	2014	6	1	4
14-0020-11_E	F. amygdali	individual	carbendazim	2014	6	3	4
14-0020-11_E	F. amygdali	individual	carbendazim	2014	6	10	4
14-0020-11_E	F. amygdali	individual	carbendazim	2014	6	30	5.333333333
14-0020-11_E	F. amygdali	individual	carbendazim	2014	6	100	5.333333333
14-0020-14_D	F. amygdali	individual	carbendazim	2014	6	0	100
14-0020-14_D	F. amygdali	individual	carbendazim	2014	6	0.001	108.8235294
14-0020-14_D	F. amygdali	individual	carbendazim	2014	6	0.003	101.4705882
14-0020-14_D	F. amygdali	individual	carbendazim	2014	6	0.01	97.05882353
14-0020-14_D	F. amygdali	individual	carbendazim	2014	6	0.03	91.17647059
14-0020-14_D	F. amygdali	individual	carbendazim	2014	6	0.1	2.941176471
14-0020-14_D	F. amygdali	individual	carbendazim	2014	6	0.3	1.470588235
14-0020-14_D	F. amygdali	individual	carbendazim	2014	6	1	0
14-0020-14_D	F. amygdali	individual	carbendazim	2014	6	3	0
14-0020-14_D	F. amygdali	individual	carbendazim	2014	6	10	0
14-0020-14_D	F. amygdali	individual	carbendazim	2014	6	30	0
14-0020-14_D	F. amygdali	individual	carbendazim	2014	6	100	0
16-0219-002	F. amygdali	individual	carbendazim	2016	8	0	100
16-0219-002	F. amygdali	individual	carbendazim	2016	8	0.001	89.65517241
16-0219-002	F. amygdali	individual	carbendazim	2016	8	0.01	103.4482759
16-0219-002	F. amygdali	individual	carbendazim	2016	8	0.1	86.20689655
16-0219-002	F. amygdali	individual	carbendazim	2016	8	1	98.27586207
16-0219-002	F. amygdali	individual	carbendazim	2016	8	10	81.03448276
16-0219-002	F. amygdali	individual	carbendazim	2016	8	100	86.20689655
16-0219-004	F. amygdali	individual	carbendazim	2016	8	0	100
16-0219-004	F. amygdali	individual	carbendazim	2016	8	0.001	77.6119403
16-0219-004	F. amygdali	individual	carbendazim	2016	8	0.01	86.56716418
16-0219-004	F. amygdali	individual	carbendazim	2016	8	0.1	95.52238806
16-0219-004	F. amygdali	individual	carbendazim	2016	8	1	74.62686567
16-0219-004	F. amygdali	individual	carbendazim	2016	8	10	65.67164179
16-0219-004	F. amygdali	individual	carbendazim	2016	8	100	59.70149254
16-0219-005	F. amygdali	individual	carbendazim	2016	8	0	100
16-0219-005	F. amygdali	individual	carbendazim	2016	8	0.001	100
16-0219-005	F. amygdali	individual	carbendazim	2016	8	0.01	91.37931034
16-0219-005	F. amygdali	individual	carbendazim	2016	8	0.1	96.55172414
16-0219-005	F. amygdali	individual	carbendazim	2016	8	1	103.4482759
16-0219-005	F. amygdali	individual	carbendazim	2016	8	10	75.86206897
16-0219-005	F. amygdali	individual	carbendazim	2016	8	100	72.4137931
16-0219-007	F. amygdali	individual	carbendazim	2016	8	0	100
16-0219-007	F. amygdali	individual	carbendazim	2016	8	0.001	94.11764706
16-0219-007	F. amygdali	individual	carbendazim	2016	8	0.01	88.23529412
16-0219-007	F. amygdali	individual	carbendazim	2016	8	0.1	88.23529412
16-0219-007	F. amygdali	individual	carbendazim	2016	8	1	83.82352941
16-0219-007	F. amygdali	individual	carbendazim	2016	8	10	70.58823529
16-0219-007	F. amygdali	individual	carbendazim	2016	8	100	67.64705882
16-0219-008	F. amygdali	individual	carbendazim	2016	8	0	100
16-0219-008	F. amygdali	individual	carbendazim	2016	8	0.001	96.875
16-0219-008	F. amygdali	individual	carbendazim	2016	8	0.01	100
16-0219-008	F. amygdali	individual	carbendazim	2016	8	0.1	100
16-0219-008	F. amygdali	individual	carbendazim	2016	8	1	93.75
16-0219-008	F. amygdali	individual	carbendazim	2016	8	10	75
16-0219-008	F. amygdali	individual	carbendazim	2016	8	100	90.625
16-0219-009	F. amygdali	individual	carbendazim	2016	8	0	100
16-0219-009	F. amygdali	individual	carbendazim	2016	8	0.001	90.27777778
16-0219-009	F. amygdali	individual	carbendazim	2016	8	0.01	86.11111111
16-0219-009	F. amygdali	individual	carbendazim	2016	8	0.1	88.88888889
16-0219-009	F. amygdali	individual	carbendazim	2016	8	1	79.16666667
16-0219-009	F. amygdali	individual	carbendazim	2016	8	10	69.44444444
16-0219-009	F. amygdali	individual	carbendazim	2016	8	100	55.55555556
16-0219-014	F. amygdali	individual	carbendazim	2016	8	0	100
16-0219-014	F. amygdali	individual	carbendazim	2016	8	0.001	92.53731343
16-0219-014	F. amygdali	individual	carbendazim	2016	8	0.01	95.52238806
16-0219-014	F. amygdali	individual	carbendazim	2016	8	0.1	95.52238806
16-0219-014	F. amygdali	individual	carbendazim	2016	8	1	82.08955224
16-0219-014	F. amygdali	individual	carbendazim	2016	8	10	68.65671642
16-0219-014	F. amygdali	individual	carbendazim	2016	8	100	59.70149254
16-0219-015	F. amygdali	individual	carbendazim	2016	8	0	100
16-0219-015	F. amygdali	individual	carbendazim	2016	8	0.001	91.17647059
16-0219-015	F. amygdali	individual	carbendazim	2016	8	0.01	95.58823529
16-0219-015	F. amygdali	individual	carbendazim	2016	8	0.1	91.17647059
16-0219-015	F. amygdali	individual	carbendazim	2016	8	1	91.17647059
16-0219-015	F. amygdali	individual	carbendazim	2016	8	10	73.52941176
16-0219-015	F. amygdali	individual	carbendazim	2016	8	100	67.64705882
16-0219-016	F. amygdali	individual	carbendazim	2016	8	0	100
16-0219-016	F. amygdali	individual	carbendazim	2016	8	0.001	84.61538462
16-0219-016	F. amygdali	individual	carbendazim	2016	8	0.01	92.30769231
16-0219-016	F. amygdali	individual	carbendazim	2016	8	0.1	90.76923077
16-0219-016	F. amygdali	individual	carbendazim	2016	8	1	92.30769231
16-0219-016	F. amygdali	individual	carbendazim	2016	8	10	67.69230769
16-0219-016	F. amygdali	individual	carbendazim	2016	8	100	67.69230769
16-0219-017	F. amygdali	individual	carbendazim	2016	8	0	100
16-0219-017	F. amygdali	individual	carbendazim	2016	8	0.001	87.5
16-0219-017	F. amygdali	individual	carbendazim	2016	8	0.01	90.625
16-0219-017	F. amygdali	individual	carbendazim	2016	8	0.1	93.75
16-0219-017	F. amygdali	individual	carbendazim	2016	8	1	85.9375
16-0219-017	F. amygdali	individual	carbendazim	2016	8	10	65.625
16-0219-017	F. amygdali	individual	carbendazim	2016	8	100	68.75
16-0219-018	F. amygdali	individual	carbendazim	2016	8	0	100
16-0219-018	F. amygdali	individual	carbendazim	2016	8	0.001	92.85714286
16-0219-018	F. amygdali	individual	carbendazim	2016	8	0.01	105.3571429
16-0219-018	F. amygdali	individual	carbendazim	2016	8	0.1	92.85714286
16-0219-018	F. amygdali	individual	carbendazim	2016	8	1	103.5714286
16-0219-018	F. amygdali	individual	carbendazim	2016	8	10	78.57142857
16-0219-018	F. amygdali	individual	carbendazim	2016	8	100	82.14285714
16-0219-020	F. amygdali	individual	carbendazim	2016	8	0	100
16-0219-020	F. amygdali	individual	carbendazim	2016	8	0.001	86.56716418
16-0219-020	F. amygdali	individual	carbendazim	2016	8	0.01	95.52238806
